source,target,value,level
Resolution (logic),Field (mathematics),1,2
Morphing,Clothing,1,2
Wrinkle,Clothing,1,2
Hierarchy,Field (mathematics),1,2
Quadric,Metric (unit),1,2
Polygon mesh,Metric (unit),1,2
Polygon mesh,Quadric,1,2
Euclidean vector,Vector space,1,2
Field (mathematics),Euclidean vector,1,2
Hierarchy,Vector space,1,2
Hierarchy,Euclidean vector,1,2
Hierarchy,Vector field,1,2
Direction vector,Euclidean vector,1,2
Metric (unit),Domain (mathematical analysis),1,2
Direction vector,Hierarchy,1,2
Support vector machine,Vector space,1,2
Support vector machine,Euclidean vector,1,2
Support vector machine,Vector field,1,2
Support vector machine,Hierarchy,1,2
Underwater,Seabed,1,2
Marine geology,Seabed,1,2
Marine geology,Underwater,1,2
Image (mathematics),Graph,1,2
Metric (unit),Image (mathematics),1,2
Wrinkle,Morphing,1,2
Lens (geology),Rendering (computer graphics),1,2
Animation,Clothing,1,2
Animation,Morphing,1,2
Animation,Wrinkle,1,2
Multi camera,Projector,1,2
Multi camera,Augmented reality,1,2
Camera resectioning,Multi camera,1,2
Situational ethics,Predictive analytics,1,2
Projection (relational algebra),Multi camera,1,2
Lens (geology),Computer graphics,1,2
Metric (unit),Spatial analysis,1,2
Image (mathematics),Spatial relation,1,2
Image (mathematics),Spatial analysis,1,2
Pattern recognition (psychology),Spatial relation,1,2
Domain (mathematical analysis),Spatial relation,1,2
Domain (mathematical analysis),Spatial analysis,1,2
Domain (mathematical analysis),Image (mathematics),1,2
Domain (mathematical analysis),Pattern recognition (psychology),1,2
Metric (unit),Spatial relation,1,2
Flow (mathematics),Network topology,1,2
Flow (mathematics),Flow network,1,2
Network topology,Flow network,1,2
Graphics,Kernel (algebra),1,2
Computation,Kernel (algebra),1,2
Convolutional neural network,Field-programmable gate array,1,2
Convolutional neural network,Computation,1,2
Computer graphics,Kernel (algebra),1,2
Computer graphics,Convolutional neural network,1,2
CUDA,Kernel (algebra),1,2
CUDA,Convolutional neural network,1,2
Rendering (computer graphics),Kernel (algebra),1,2
Graphics,Convolutional neural network,1,2
Kernel (algebra),Field-programmable gate array,1,2
Graphics processing unit,Kernel (algebra),1,2
Graphics processing unit,Convolutional neural network,1,2
Null (SQL),Statistical hypothesis testing,1,2
Service (business),Telecommunications network,1,2
Scalability,Telecommunications network,1,2
Scalability,Service (business),1,2
Scale (ratio),Telecommunications network,1,2
Scale (ratio),Service (business),1,2
Computation,Field-programmable gate array,1,2
Extraction (chemistry),Watershed,1,2
Telecommunications service,Service (business),1,2
RGB color model,Luminance,1,2
Luminance,Gamut,1,2
Liquid-crystal display,Gamut,1,2
Liquid-crystal display,Luminance,1,2
Cyan,Gamut,1,2
Cyan,Luminance,1,2
Cyan,Liquid-crystal display,1,2
Projector,Luminance,1,2
Projector,Cyan,1,2
RGB color model,Liquid-crystal display,1,2
Endoscope,Visibility,1,2
RGB color model,Cyan,1,2
Projection (relational algebra),Gamut,1,2
Projection (relational algebra),Luminance,1,2
Projection (relational algebra),Cyan,1,2
Projection (relational algebra),RGB color model,1,2
Delaunay triangulation,Computation,1,2
Visualization,Notation,1,2
Visibility,Virtual reality,1,2
Telecommunications service,Telecommunications network,1,2
Telecommunications service,Scalability,1,2
Volume (thermodynamics),Space partitioning,1,2
Correlation,Scale (ratio),1,2
Visualization,Discretization,1,2
Solver,Discretization,1,2
Solver,Computational fluid dynamics,1,2
Solver,Flow (mathematics),1,2
Solver,Cartesian coordinate system,1,2
Rendering (computer graphics),Discretization,1,2
Polygon mesh,Computational fluid dynamics,1,2
Polygon mesh,Flow (mathematics),1,2
Correlation,Vortex,1,2
Grid,Discretization,1,2
Volume (thermodynamics),Augmented reality,1,2
Medical imaging,Virtual reality,1,2
Rendering (computer graphics),Tree (set theory),1,2
Space partitioning,Tree traversal,1,2
Space partitioning,Tree (set theory),1,2
Space partitioning,Rendering (computer graphics),1,2
Volume (thermodynamics),Tree traversal,1,2
Volume (thermodynamics),Tree (set theory),1,2
Grid,Cartesian coordinate system,1,2
Cartesian coordinate system,Flow (mathematics),1,2
Telecommunications service,Scale (ratio),1,2
Situation analysis,Situation awareness,1,2
Exchange rate,Currency,1,2
Subject (documents),Domain (mathematical analysis),1,2
Visualization,Subject (documents),1,2
Underwater,Pipeline (software),1,2
Underwater,Pipeline transport,1,2
Field (mathematics),Pipeline (software),1,2
Field (mathematics),Pipeline transport,1,2
Field (mathematics),Underwater,1,2
Visualization,Situation analysis,1,2
Cartesian coordinate system,Computational fluid dynamics,1,2
Spatial analysis,Situation awareness,1,2
Spatial analysis,Situation analysis,1,2
Visualization,Flight simulator,1,2
Visual programming language,Software,1,2
Visualization,Visual programming language,1,2
Debugging,Visual programming language,1,2
Computational fluid dynamics,Discretization,1,2
Flow (mathematics),Discretization,1,2
Situational ethics,Situation analysis,1,2
Dimensionality reduction,Speedup,1,2
Situational ethics,Learning analytics,1,2
Rendering (computer graphics),Stereopsis,1,2
Topology (electrical circuits),Rendering (computer graphics),1,2
Blood flow,Focus (optics),1,2
Blood flow,Context (archaeology),1,2
Perception,Grid,1,2
Transparency (behavior),Grid,1,2
Stereopsis,Stereoscopy,1,2
Computer graphics,Stereopsis,1,2
Visualization,Stereopsis,1,2
Visualization,Enhanced Data Rates for GSM Evolution,1,2
Augmented reality,Surgical planning,1,2
Workflow,Scalability,1,2
Salient,Landmark,1,2
Visualization,Salient,1,2
Image (mathematics),Landmark,1,2
Image (mathematics),Salient,1,2
Iterative reconstruction,Back projection,1,2
Computed tomography,Back projection,1,2
Computed tomography,Iterative reconstruction,1,2
Vortex,Acceleration,1,2
Visualization,Action (physics),1,2
Perception,Action (physics),1,2
Topological data analysis,Computer graphics,1,2
Data modeling,Grid,1,2
Data modeling,Solid modeling,1,2
Dark matter,Rendering (computer graphics),1,2
Visualization,Dark matter,1,2
Hue,Pattern recognition (psychology),1,2
Voronoi diagram,Feature extraction,1,2
Voronoi diagram,Cluster analysis,1,2
Segmentation,Similarity measure,1,2
Volume (thermodynamics),Similarity measure,1,2
Rhetoric,Narrative,1,2
Visualization,Rhetoric,1,2
Framing (construction),Narrative,1,2
Framing (construction),Rhetoric,1,2
Framing (construction),Visualization,1,2
Computer graphics,Persistent homology,1,2
Topology (electrical circuits),Computer graphics,1,2
Rendering (computer graphics),Persistent homology,1,2
Image resolution,Back projection,1,2
Image resolution,Computed tomography,1,2
Reduction (mathematics),Back projection,1,2
Artifact (error),Image resolution,1,2
Artifact (error),Imaging phantom,1,2
Artifact (error),Tomography,1,2
Artifact (error),Projection (relational algebra),1,2
Visualization,Product (mathematics),1,2
Flow (mathematics),Data-driven,1,2
Orthopedic surgery,Virtual reality,1,2
Workflow,Orthopedic surgery,1,2
Table (database),Virtual reality,1,2
Table (database),Orthopedic surgery,1,2
Table (database),Workflow,1,2
Surgical planning,Orthopedic surgery,1,2
Surgical planning,Workflow,1,2
Surgical planning,Table (database),1,2
Computer graphics,Orthopedic surgery,1,2
Computer graphics,Surgical planning,1,2
Augmented reality,Orthopedic surgery,1,2
Augmented reality,Workflow,1,2
Artifact (error),Reduction (mathematics),1,2
Artifact (error),Computed tomography,1,2
Reduction (mathematics),Iterative reconstruction,1,2
Artifact (error),Iterative reconstruction,1,2
Reduction (mathematics),Computed tomography,1,2
Reduction (mathematics),Image resolution,1,2
Imaging phantom,Back projection,1,2
Imaging phantom,Iterative reconstruction,1,2
Imaging phantom,Computed tomography,1,2
Imaging phantom,Image resolution,1,2
Imaging phantom,Reduction (mathematics),1,2
Tomography,Back projection,1,2
Tomography,Computed tomography,1,2
Tomography,Reduction (mathematics),1,2
Tomography,Imaging phantom,1,2
Projection (relational algebra),Back projection,1,2
Projection (relational algebra),Computed tomography,1,2
Projection (relational algebra),Reduction (mathematics),1,2
Projection (relational algebra),Imaging phantom,1,2
Projection (relational algebra),Tomography,1,2
Artifact (error),Back projection,1,2
Data modeling,Modeling and simulation,1,2
Data modeling,Geometric modeling,1,2
Data modeling,3d model,1,2
Chart,Visualization,1,2
Overlay,Reading (process),1,2
Overlay,Chart,1,2
Fuzzy logic,Rendering (computer graphics),1,2
Volume (thermodynamics),Fuzzy logic,1,2
Flow (mathematics),Event (particle physics),1,2
Workflow,Sensemaking,1,2
Learning analytics,Workflow,1,2
Pattern recognition (psychology),Multivariate analysis,1,2
Visualization,Multivariate analysis,1,2
Depiction,Uncertainty analysis,1,2
Visualization,Depiction,1,2
Augmented reality,Finite element method,1,2
Polygon mesh,Augmented reality,1,2
Legibility,Stereoscopy,1,2
Legibility,Computer graphics,1,2
Legibility,Rendering (computer graphics),1,2
Flow (mathematics),Metric (unit),1,2
Chart,Reading (process),1,2
Reading (process),Visualization,1,2
Volume (thermodynamics),Finite volume method,1,2
Ray tracing (physics),Light field,1,2
Exploratory research,Virtual reality,1,2
Exploratory research,Usability,1,2
Visitor pattern,Virtual reality,1,2
Visitor pattern,Usability,1,2
Visitor pattern,Exploratory research,1,2
Computer graphics,Tourism,1,2
Computer graphics,Exploratory research,1,2
Computer graphics,Visitor pattern,1,2
Visualization,Tourism,1,2
Visualization,Visitor pattern,1,2
Rendering (computer graphics),Tourism,1,2
Rendering (computer graphics),Usability,1,2
Rendering (computer graphics),Visitor pattern,1,2
Rendering (computer graphics),Big data,1,2
Terrain,Deformation (meteorology),1,2
Displacement (psychology),Deformation (meteorology),1,2
Displacement (psychology),Terrain,1,2
Diffusion,Finite volume method,1,2
Manifold (fluid mechanics),Computation,1,2
Data modeling,3D modeling,1,2
Markov chain,Discrete time and continuous time,1,2
Markov process,Markov chain,1,2
Data compression,Volume (thermodynamics),1,2
Lossy compression,Volume (thermodynamics),1,2
Geometric modeling,3D modeling,1,2
Geometric modeling,Virtual reality,1,2
Modeling and simulation,3D modeling,1,2
Modeling and simulation,3d model,1,2
Modeling and simulation,Virtual reality,1,2
Modeling and simulation,Geometric modeling,1,2
Grid,3D modeling,1,2
Grid,3d model,1,2
Grid,Geometric modeling,1,2
Grid,Modeling and simulation,1,2
Computer graphics,Modeling and simulation,1,2
Solid modeling,Modeling and simulation,1,2
Rendering (computer graphics),Geometric modeling,1,2
Rendering (computer graphics),Modeling and simulation,1,2
Markov process,Discrete time and continuous time,1,2
Bayesian network,Visualization,1,2
Morse theory,Manifold (fluid mechanics),1,2
Bayesian network,Crowdsourcing,1,2
Morse code,Manifold (fluid mechanics),1,2
Adjacency list,Graph,1,2
Finite element method,Rendering (computer graphics),1,2
Finite element method,Polygon mesh,1,2
Visualization,Space mapping,1,2
Space (punctuation),Space mapping,1,2
Interactive design,Space mapping,1,2
Design space exploration,Space mapping,1,2
Design space exploration,Visualization,1,2
Design space exploration,Space (punctuation),1,2
Design space exploration,Interactive design,1,2
Pattern recognition (psychology),Hemodynamics,1,2
Pattern recognition (psychology),Aneurysm,1,2
Pattern recognition (psychology),Blood flow,1,2
Bayesian probability,Task (project management),1,2
Bayesian probability,Crowdsourcing,1,2
Bayesian network,Task (project management),1,2
Augmented reality,Table (database),1,2
Visualization,Orthopedic surgery,1,2
Resource allocation,Predictive analytics,1,2
Injector,Discrete event simulation,1,2
Necklace,Pattern recognition (psychology),1,2
Pattern recognition (psychology),Matching (statistics),1,2
Visualization,Matching (statistics),1,2
Attraction,Perception,1,2
Visualization,Hyperspectral imaging,1,2
Discrete event simulation,Modeling and simulation,1,2
Visualization,Discrete event simulation,1,2
Injector,Modeling and simulation,1,2
Injector,Visualization,1,2
Affine transformation,Projection (relational algebra),1,2
Field (mathematics),Identification (biology),1,2
Feature vector,Identification (biology),1,2
Feature vector,Field (mathematics),1,2
Feature (linguistics),Feature vector,1,2
Pattern recognition (psychology),Identification (biology),1,2
Pattern recognition (psychology),Feature vector,1,2
Visualization,Feature vector,1,2
Feature extraction,Feature vector,1,2
Weather forecasting,Ensemble learning,1,2
Fractal,Dimension (graph theory),1,2
Space (punctuation),Metric (unit),1,2
Bilinear interpolation,Voxel,1,2
Supine position,Prone position,1,2
Supine position,Conformal map,1,2
Supine position,Rectum,1,2
Vector field,Tangent,1,2
Stacking,Graphics,1,2
Stacking,Computer graphics,1,2
Scalability,Data analysis,1,2
Projector,Object (grammar),1,2
Projector,Virtual reality,1,2
Computer graphics,Projector,1,2
Colored,Object (grammar),1,2
Colored,Virtual reality,1,2
Colored,Projector,1,2
Colored,Computer graphics,1,2
Colored,Augmented reality,1,2
Bilinear interpolation,Rendering (computer graphics),1,2
Bilinear interpolation,Iterative reconstruction,1,2
Feature selection,Identification (biology),1,2
Feature selection,Field (mathematics),1,2
Feature selection,Feature vector,1,2
Data modeling,Multidimensional analysis,1,2
Expression (computer science),Temporal database,1,2
Expression (computer science),Gene,1,2
Spatial analysis,Gene,1,2
Spatial analysis,Expression (computer science),1,2
Pattern recognition (psychology),Gene,1,2
Pattern recognition (psychology),Expression (computer science),1,2
Visualization,Expression (computer science),1,2
Voronoi diagram,Image (mathematics),1,2
Virtual reality,Planar,1,2
Computer graphics,Planar,1,2
Solid modeling,Planar,1,2
Visualization,Planar,1,2
Visualization,Information flow,1,2
Flow (mathematics),Information flow,1,2
Orientation (vector space),Extension (predicate logic),1,2
Convolutional neural network,Social media,1,2
Scalability,Virtual reality,1,2
Gene,Temporal database,1,2
Multidimensional data,Multidimensional analysis,1,2
Support vector machine,Identification (biology),1,2
Visualization,Multidimensional analysis,1,2
Support vector machine,Feature vector,1,2
Streak,Rendering (computer graphics),1,2
Convolutional neural network,Medical imaging,1,2
Convolutional neural network,Digital pathology,1,2
Scale (ratio),Medical imaging,1,2
Scale (ratio),Digital pathology,1,2
Image resolution,Task (project management),1,2
Pixel,Task (project management),1,2
Block (permutation group theory),Task (project management),1,2
Block (permutation group theory),Image resolution,1,2
Block (permutation group theory),Visualization,1,2
Block (permutation group theory),Pixel,1,2
Smoothed-particle hydrodynamics,Computer graphics,1,2
Smoothed-particle hydrodynamics,Rendering (computer graphics),1,2
Smoothed-particle hydrodynamics,Volume (thermodynamics),1,2
Discontinuity (linguistics),Classification of discontinuities,1,2
Multidimensional analysis,Exploratory data analysis,1,2
Supine position,Radiation therapy,1,2
Rectum,Conformal map,1,2
Rectum,Prone position,1,2
Tree (set theory),Flow (mathematics),1,2
Graph,Flow (mathematics),1,2
Spiral (railway),Flow (mathematics),1,2
Spiral (railway),Tree (set theory),1,2
Spiral (railway),Computer graphics,1,2
Spiral (railway),Graph,1,2
Energy (signal processing),Rendering (computer graphics),1,2
Energy consumption,Rendering (computer graphics),1,2
Energy consumption,Energy (signal processing),1,2
Visualization,Energy consumption,1,2
Time series,Exploratory analysis,1,2
Exploratory research,Time series,1,2
Series (stratigraphy),Exploratory data analysis,1,2
Series (stratigraphy),Exploratory analysis,1,2
Series (stratigraphy),Exploratory research,1,2
Tree (set theory),Eye tracking,1,2
Pattern recognition (psychology),Eye tracking,1,2
Tracking (education),Tree (set theory),1,2
Computer graphics,Tree (set theory),1,2
Graphics processing unit,Finite element method,1,2
Dimensionality reduction,Cluster analysis,1,2
CUDA,Finite element method,1,2
Scale (ratio),Grid,1,2
Vector field,Grid,1,2
Blood flow,Virtual reality,1,2
Segmentation,Flow (mathematics),1,2
Rendering (computer graphics),Tensor (intrinsic definition),1,2
Voxel,Tensor (intrinsic definition),1,2
Polygon mesh,Tensor (intrinsic definition),1,2
Visualization,Storyboard,1,2
